Entity,Code,Day,people_fully_vaccinated_per_hundred,145609-annotations
Afghanistan,AFG,2021-05-11,0.14,
Afghanistan,AFG,2021-05-20,0.19,
Afghanistan,AFG,2021-05-24,0.24,
Afghanistan,AFG,2021-05-26,0.28,
Afghanistan,AFG,2021-05-27,0.29,
Afghanistan,AFG,2021-05-30,0.3,
Afghanistan,AFG,2021-06-02,0.36,
Afghanistan,AFG,2021-06-03,0.37,
Afghanistan,AFG,2021-06-08,0.4,
Afghanistan,AFG,2021-06-14,0.44,
Afghanistan,AFG,2021-06-22,0.46,
Afghanistan,AFG,2021-06-27,0.47,
Afghanistan,AFG,2021-06-30,0.47,
Afghanistan,AFG,2021-07-05,0.48,
Afghanistan,AFG,2021-07-07,0.5,
Afghanistan,AFG,2021-07-11,0.55,
Afghanistan,AFG,2021-08-20,1.08,
Africa,,2021-02-03,0,
Africa,,2021-02-04,0,
Africa,,2021-02-05,0,
Africa,,2021-02-06,0,
Africa,,2021-02-08,0,
Africa,,2021-02-09,0,
Africa,,2021-02-10,0,
Africa,,2021-02-11,0,
Africa,,2021-02-12,0,
Africa,,2021-02-13,0,
Africa,,2021-02-15,0,
Africa,,2021-02-16,0,
Africa,,2021-02-17,0,
Africa,,2021-02-18,0,
Africa,,2021-02-19,0,
Africa,,2021-02-20,0,
Africa,,2021-02-21,0,
Africa,,2021-02-22,0,
Africa,,2021-02-23,0.01,
Africa,,2021-02-24,0.01,
Africa,,2021-02-25,0.01,
Africa,,2021-02-26,0.01,
Africa,,2021-02-27,0.02,
Africa,,2021-02-28,0.02,
Africa,,2021-03-01,0.02,
Africa,,2021-03-02,0.03,
Africa,,2021-03-03,0.03,
Africa,,2021-03-04,0.04,
Africa,,2021-03-05,0.05,
Africa,,2021-03-06,0.05,
Africa,,2021-03-07,0.05,
Africa,,2021-03-08,0.06,
Africa,,2021-03-09,0.06,
Africa,,2021-03-10,0.07,
Africa,,2021-03-11,0.08,
Africa,,2021-03-12,0.1,
Africa,,2021-03-13,0.12,
Africa,,2021-03-14,0.12,
Africa,,2021-03-15,0.14,
Africa,,2021-03-16,0.16,
Africa,,2021-03-17,0.17,
Africa,,2021-03-18,0.17,
Africa,,2021-03-19,0.19,
Africa,,2021-03-20,0.19,
Africa,,2021-03-21,0.19,
Africa,,2021-03-22,0.2,
Africa,,2021-03-23,0.21,
Africa,,2021-03-24,0.22,
Africa,,2021-03-25,0.24,
Africa,,2021-03-26,0.26,
Africa,,2021-03-27,0.26,
Africa,,2021-03-28,0.26,
Africa,,2021-03-29,0.27,
Africa,,2021-03-30,0.28,
Africa,,2021-03-31,0.29,
Africa,,2021-04-01,0.3,
Africa,,2021-04-02,0.3,
Africa,,2021-04-03,0.31,
Africa,,2021-04-04,0.31,
Africa,,2021-04-05,0.31,
Africa,,2021-04-06,0.32,
Africa,,2021-04-07,0.32,
Africa,,2021-04-08,0.32,
Africa,,2021-04-09,0.33,
Africa,,2021-04-10,0.33,
Africa,,2021-04-11,0.33,
Africa,,2021-04-12,0.33,
Africa,,2021-04-13,0.33,
Africa,,2021-04-14,0.33,
Africa,,2021-04-15,0.33,
Africa,,2021-04-16,0.33,
Africa,,2021-04-17,0.34,
Africa,,2021-04-18,0.34,
Africa,,2021-04-19,0.34,
Africa,,2021-04-20,0.34,
Africa,,2021-04-21,0.34,
Africa,,2021-04-22,0.34,
Africa,,2021-04-23,0.34,
Africa,,2021-04-24,0.34,
Africa,,2021-04-25,0.35,
Africa,,2021-04-26,0.35,
Africa,,2021-04-27,0.35,
Africa,,2021-04-28,0.35,
Africa,,2021-04-29,0.35,
Africa,,2021-04-30,0.36,
Africa,,2021-05-01,0.36,
Africa,,2021-05-02,0.36,
Africa,,2021-05-03,0.36,
Africa,,2021-05-04,0.37,
Africa,,2021-05-05,0.37,
Africa,,2021-05-06,0.37,
Africa,,2021-05-07,0.38,
Africa,,2021-05-08,0.38,
Africa,,2021-05-09,0.4,
Africa,,2021-05-10,0.4,
Africa,,2021-05-11,0.41,
Africa,,2021-05-12,0.42,
Africa,,2021-05-13,0.42,
Africa,,2021-05-14,0.43,
Africa,,2021-05-15,0.43,
Africa,,2021-05-16,0.43,
Africa,,2021-05-17,0.44,
Africa,,2021-05-18,0.45,
Africa,,2021-05-19,0.46,
Africa,,2021-05-20,0.46,
Africa,,2021-05-21,0.48,
Africa,,2021-05-22,0.49,
Africa,,2021-05-23,0.49,
Africa,,2021-05-24,0.5,
Africa,,2021-05-25,0.51,
Africa,,2021-05-26,0.52,
Africa,,2021-05-27,0.52,
Africa,,2021-05-28,0.52,
Africa,,2021-05-29,0.53,
Africa,,2021-05-30,0.53,
Africa,,2021-05-31,0.61,
Africa,,2021-06-01,0.63,
Africa,,2021-06-02,0.64,
Africa,,2021-06-03,0.65,
Africa,,2021-06-04,0.66,
Africa,,2021-06-05,0.67,
Africa,,2021-06-06,0.68,
Africa,,2021-06-07,0.7,
Africa,,2021-06-08,0.74,
Africa,,2021-06-09,0.78,
Africa,,2021-06-10,0.8,
Africa,,2021-06-11,0.82,
Africa,,2021-06-12,0.83,
Africa,,2021-06-13,0.83,
Africa,,2021-06-14,0.86,
Africa,,2021-06-15,0.91,
Africa,,2021-06-16,0.93,
Africa,,2021-06-17,0.94,
Africa,,2021-06-18,0.96,
Africa,,2021-06-19,0.97,
Africa,,2021-06-20,0.98,
Africa,,2021-06-21,1,
Africa,,2021-06-22,1.01,
Africa,,2021-06-23,1.02,
Africa,,2021-06-24,1.06,
Africa,,2021-06-25,1.07,
Africa,,2021-06-26,1.08,
Africa,,2021-06-27,1.09,
Africa,,2021-06-28,1.12,
Africa,,2021-06-29,1.12,
Africa,,2021-06-30,1.14,
Africa,,2021-07-01,1.15,
Africa,,2021-07-02,1.15,
Africa,,2021-07-03,1.16,
Africa,,2021-07-04,1.17,
Africa,,2021-07-05,1.2,
Africa,,2021-07-06,1.21,
Africa,,2021-07-07,1.21,
Africa,,2021-07-08,1.28,
Africa,,2021-07-09,1.28,
Africa,,2021-07-10,1.29,
Africa,,2021-07-11,1.29,
Africa,,2021-07-12,1.35,
Africa,,2021-07-13,1.37,
Africa,,2021-07-14,1.38,
Africa,,2021-07-15,1.41,
Africa,,2021-07-16,1.41,
Africa,,2021-07-17,1.41,
Africa,,2021-07-18,1.42,
Africa,,2021-07-19,1.46,
Africa,,2021-07-20,1.47,
Africa,,2021-07-21,1.47,
Africa,,2021-07-22,1.51,
Africa,,2021-07-23,1.52,
Africa,,2021-07-24,1.52,
Africa,,2021-07-25,1.55,
Africa,,2021-07-26,1.56,
Africa,,2021-07-27,1.59,
Africa,,2021-07-28,1.6,
Africa,,2021-07-29,1.64,
Africa,,2021-07-30,1.65,
Africa,,2021-07-31,1.65,
Africa,,2021-08-01,1.66,
Africa,,2021-08-02,1.69,
Africa,,2021-08-03,1.74,
Africa,,2021-08-04,1.74,
Africa,,2021-08-05,1.78,
Africa,,2021-08-06,1.79,
Africa,,2021-08-07,1.83,
Africa,,2021-08-08,1.86,
Africa,,2021-08-09,1.89,
Africa,,2021-08-10,1.92,
Africa,,2021-08-11,1.93,
Africa,,2021-08-12,1.97,
Africa,,2021-08-13,1.99,
Africa,,2021-08-14,2,
Africa,,2021-08-15,2.01,
Africa,,2021-08-16,2.09,
Africa,,2021-08-17,2.12,
Africa,,2021-08-18,2.18,
Africa,,2021-08-19,2.24,
Africa,,2021-08-20,2.34,
Africa,,2021-08-21,2.35,
Africa,,2021-08-22,2.37,
Africa,,2021-08-23,2.41,
Africa,,2021-08-24,2.46,
Africa,,2021-08-25,2.54,
Africa,,2021-08-26,2.54,
Africa,,2021-08-27,2.65,
Africa,,2021-08-28,2.66,
Africa,,2021-08-29,2.72,
Africa,,2021-08-30,2.74,
Africa,,2021-08-31,2.79,
Africa,,2021-09-01,2.86,
Africa,,2021-09-02,2.87,
Africa,,2021-09-03,2.89,
Africa,,2021-09-04,3.08,
Africa,,2021-09-05,3.14,
Africa,,2021-09-06,3.19,
Africa,,2021-09-07,3.22,
Africa,,2021-09-08,3.25,
Africa,,2021-09-09,3.3,
Africa,,2021-09-10,3.36,
Africa,,2021-09-11,3.4,
Africa,,2021-09-12,3.42,
Africa,,2021-09-13,3.47,
Africa,,2021-09-14,3.61,
Africa,,2021-09-15,3.67,
Africa,,2021-09-16,3.74,
Africa,,2021-09-17,3.75,
Africa,,2021-09-18,3.78,
Africa,,2021-09-19,3.86,
Africa,,2021-09-20,3.92,
Africa,,2021-09-21,3.94,
Africa,,2021-09-22,4.02,
Africa,,2021-09-23,4.05,
Africa,,2021-09-24,4.05,
Africa,,2021-09-25,4.17,
Africa,,2021-09-26,4.2,
Africa,,2021-09-27,4.35,
Africa,,2021-09-28,4.39,
Africa,,2021-09-29,4.41,
Africa,,2021-09-30,4.45,
Africa,,2021-10-01,4.46,
Africa,,2021-10-02,4.5,
Africa,,2021-10-03,4.54,
Africa,,2021-10-04,4.55,
Africa,,2021-10-05,4.57,
Africa,,2021-10-06,4.61,
Africa,,2021-10-07,4.65,
Africa,,2021-10-08,4.74,
Africa,,2021-10-09,4.81,
Africa,,2021-10-10,4.82,
Africa,,2021-10-11,4.84,
Albania,ALB,2021-02-02,0,
Albania,ALB,2021-02-09,0.02,
Albania,ALB,2021-02-17,0.02,
Albania,ALB,2021-02-18,0.02,
Albania,ALB,2021-02-22,0.02,
Albania,ALB,2021-05-11,6.32,
Albania,ALB,2021-05-12,6.54,
Albania,ALB,2021-05-13,6.72,
Albania,ALB,2021-05-14,7.13,
Albania,ALB,2021-05-17,7.77,
Albania,ALB,2021-05-18,7.96,
Albania,ALB,2021-05-19,8.16,
Albania,ALB,2021-05-20,8.27,
Albania,ALB,2021-05-21,8.34,
Albania,ALB,2021-05-23,8.49,
Albania,ALB,2021-05-24,8.7,
Albania,ALB,2021-05-26,9.37,
Albania,ALB,2021-05-27,9.65,
Albania,ALB,2021-05-30,9.99,
Albania,ALB,2021-05-31,10.11,
Albania,ALB,2021-06-01,10.21,
Albania,ALB,2021-06-03,10.35,
Albania,ALB,2021-06-06,10.65,
Albania,ALB,2021-06-07,10.8,
Albania,ALB,2021-06-08,10.98,
Albania,ALB,2021-06-09,11.16,
Albania,ALB,2021-06-10,11.3,
Albania,ALB,2021-06-11,11.44,
Albania,ALB,2021-06-12,11.53,
Albania,ALB,2021-06-13,11.56,
Albania,ALB,2021-06-14,11.65,
Albania,ALB,2021-06-15,11.85,
Albania,ALB,2021-06-16,12.01,
Albania,ALB,2021-06-17,12.23,
Albania,ALB,2021-06-20,12.71,
Albania,ALB,2021-06-21,12.89,
Albania,ALB,2021-06-22,13.07,
Albania,ALB,2021-06-23,13.25,
Albania,ALB,2021-06-24,13.43,
Albania,ALB,2021-06-28,13.79,
Albania,ALB,2021-06-29,13.9,
Albania,ALB,2021-06-30,14.05,
Albania,ALB,2021-07-01,14.18,
Albania,ALB,2021-07-02,14.35,
Albania,ALB,2021-07-04,14.51,
Albania,ALB,2021-07-05,14.62,
Albania,ALB,2021-07-06,14.73,
Albania,ALB,2021-07-07,14.83,
Albania,ALB,2021-07-08,14.94,
Albania,ALB,2021-07-09,15.03,
Albania,ALB,2021-07-10,15.11,
Albania,ALB,2021-07-11,15.14,
Albania,ALB,2021-07-12,15.27,
Albania,ALB,2021-07-13,15.43,
Albania,ALB,2021-07-14,15.62,
Albania,ALB,2021-07-15,15.84,
Albania,ALB,2021-07-16,16.03,
Albania,ALB,2021-07-17,16.2,
Albania,ALB,2021-07-18,16.25,
Albania,ALB,2021-07-20,16.46,
Albania,ALB,2021-07-21,16.67,
Albania,ALB,2021-07-22,16.89,
Albania,ALB,2021-07-25,17.36,
Albania,ALB,2021-07-29,18.07,
Albania,ALB,2021-07-30,18.28,
Albania,ALB,2021-07-31,18.4,
Albania,ALB,2021-08-01,18.46,
Albania,ALB,2021-08-02,18.62,
Albania,ALB,2021-08-03,18.75,
Albania,ALB,2021-08-04,18.85,
Albania,ALB,2021-08-05,18.97,
Albania,ALB,2021-08-08,19.27,
Albania,ALB,2021-08-10,19.49,
Albania,ALB,2021-08-13,19.75,
Albania,ALB,2021-08-15,19.85,
Albania,ALB,2021-08-16,19.94,
Albania,ALB,2021-08-17,20.03,
Albania,ALB,2021-08-19,20.23,
Albania,ALB,2021-08-21,20.45,
Albania,ALB,2021-08-22,20.51,
Albania,ALB,2021-08-23,20.68,
Albania,ALB,2021-08-24,20.85,
Albania,ALB,2021-08-25,21,
Albania,ALB,2021-08-26,21.18,
Albania,ALB,2021-08-27,21.42,
Albania,ALB,2021-08-29,21.78,
Albania,ALB,2021-08-30,22.06,
Albania,ALB,2021-08-31,22.34,
Albania,ALB,2021-09-01,22.58,
Albania,ALB,2021-09-02,22.82,
Albania,ALB,2021-09-06,23.46,
Albania,ALB,2021-09-07,23.72,
Albania,ALB,2021-09-08,23.94,
Albania,ALB,2021-09-09,24.14,
Albania,ALB,2021-09-10,24.32,
Albania,ALB,2021-09-11,24.46,
Albania,ALB,2021-09-12,24.53,
Albania,ALB,2021-09-13,24.69,
Albania,ALB,2021-09-14,24.84,
Albania,ALB,2021-09-15,24.97,
Albania,ALB,2021-09-16,25.12,
Albania,ALB,2021-09-17,25.26,
Albania,ALB,2021-09-19,25.46,
Albania,ALB,2021-09-20,25.64,
Albania,ALB,2021-09-21,25.82,
Albania,ALB,2021-09-22,26.02,
Albania,ALB,2021-09-23,26.25,
Albania,ALB,2021-09-24,26.49,
Albania,ALB,2021-09-27,27.02,
Albania,ALB,2021-09-28,27.24,
Albania,ALB,2021-09-29,27.45,
Albania,ALB,2021-09-30,27.67,
Albania,ALB,2021-10-01,27.87,
Albania,ALB,2021-10-02,28.03,
Albania,ALB,2021-10-04,28.26,
Albania,ALB,2021-10-05,28.42,
Albania,ALB,2021-10-06,28.58,
Albania,ALB,2021-10-07,28.72,
Albania,ALB,2021-10-08,28.85,
Albania,ALB,2021-10-09,29,
Algeria,DZA,2021-08-20,1.62,
Algeria,DZA,2021-09-04,6.72,
Algeria,DZA,2021-09-25,9.04,
Andorra,AND,2021-03-08,1.52,
Andorra,AND,2021-03-10,1.63,
Andorra,AND,2021-03-15,1.64,
Andorra,AND,2021-04-05,5.8,
Andorra,AND,2021-04-19,6.05,
Andorra,AND,2021-04-26,6.05,
Andorra,AND,2021-05-03,6.07,
Andorra,AND,2021-05-10,6.08,
Andorra,AND,2021-05-17,6.08,
Andorra,AND,2021-05-31,10.73,
Andorra,AND,2021-06-07,14.14,
Andorra,AND,2021-06-14,21.22,
Andorra,AND,2021-06-21,31.8,
Andorra,AND,2021-06-28,34.4,
Andorra,AND,2021-07-12,34.92,
Andorra,AND,2021-07-19,43.83,
Andorra,AND,2021-08-01,45.99,
Andorra,AND,2021-08-15,52.51,
Andorra,AND,2021-08-29,55.6,
Andorra,AND,2021-09-26,61.69,
Angola,AGO,2021-05-12,0.12,
Angola,AGO,2021-05-18,0.22,
Angola,AGO,2021-05-21,0.37,
Angola,AGO,2021-05-26,0.58,
Angola,AGO,2021-05-31,0.68,
Angola,AGO,2021-06-08,1.11,
Angola,AGO,2021-06-10,1.32,
Angola,AGO,2021-06-15,1.45,
Angola,AGO,2021-06-20,1.51,
Angola,AGO,2021-06-24,1.54,
Angola,AGO,2021-06-28,1.61,
Angola,AGO,2021-07-05,1.66,
Angola,AGO,2021-07-12,1.77,
Angola,AGO,2021-07-19,1.87,
Angola,AGO,2021-08-03,2.09,
Angola,AGO,2021-08-09,2.13,
Angola,AGO,2021-08-16,2.14,
Angola,AGO,2021-08-20,2.15,
Angola,AGO,2021-08-25,2.15,
Angola,AGO,2021-09-01,2.71,
Angola,AGO,2021-09-11,2.82,
Angola,AGO,2021-09-19,2.9,
Angola,AGO,2021-09-26,2.97,
Angola,AGO,2021-10-08,3.57,
Anguilla,AIA,2021-04-22,5.18,
Anguilla,AIA,2021-05-17,29.25,
Anguilla,AIA,2021-05-28,35.96,
Anguilla,AIA,2021-06-04,36.45,
Anguilla,AIA,2021-06-11,38.47,
Anguilla,AIA,2021-06-18,39.77,
Anguilla,AIA,2021-06-25,43.14,
Anguilla,AIA,2021-07-02,47.34,
Anguilla,AIA,2021-07-09,50.45,
Anguilla,AIA,2021-07-16,55.83,
Anguilla,AIA,2021-07-23,56.88,
Anguilla,AIA,2021-07-30,57.95,
Anguilla,AIA,2021-08-06,59.27,
Anguilla,AIA,2021-08-20,59.27,
Anguilla,AIA,2021-09-03,59.36,
Anguilla,AIA,2021-09-10,59.42,
Anguilla,AIA,2021-09-17,59.95,
Anguilla,AIA,2021-09-24,60.07,
Anguilla,AIA,2021-10-01,60.54,
Antigua and Barbuda,ATG,2021-05-17,2.61,
Antigua and Barbuda,ATG,2021-05-21,7.14,
Antigua and Barbuda,ATG,2021-05-25,9.37,
Antigua and Barbuda,ATG,2021-05-26,11.5,
Antigua and Barbuda,ATG,2021-05-27,13.08,
Antigua and Barbuda,ATG,2021-05-29,15.33,
Antigua and Barbuda,ATG,2021-05-31,17.08,
Antigua and Barbuda,ATG,2021-06-03,18.41,
Antigua and Barbuda,ATG,2021-06-06,21.77,
Antigua and Barbuda,ATG,2021-06-07,23.19,
Antigua and Barbuda,ATG,2021-06-09,23.73,
Antigua and Barbuda,ATG,2021-06-12,24.15,
Antigua and Barbuda,ATG,2021-06-15,24.64,
Antigua and Barbuda,ATG,2021-06-17,26.94,
Antigua and Barbuda,ATG,2021-06-20,27.39,
Antigua and Barbuda,ATG,2021-06-29,27.92,
Antigua and Barbuda,ATG,2021-07-01,28.23,
Antigua and Barbuda,ATG,2021-07-04,28.36,
Antigua and Barbuda,ATG,2021-07-06,28.44,
Antigua and Barbuda,ATG,2021-07-08,28.61,
Antigua and Barbuda,ATG,2021-07-09,28.8,
Antigua and Barbuda,ATG,2021-07-13,28.98,
Antigua and Barbuda,ATG,2021-07-15,29.03,
Antigua and Barbuda,ATG,2021-07-18,29.18,
Antigua and Barbuda,ATG,2021-07-20,29.33,
Antigua and Barbuda,ATG,2021-07-21,29.4,
Antigua and Barbuda,ATG,2021-07-22,30.68,
Antigua and Barbuda,ATG,2021-07-25,30.82,
Antigua and Barbuda,ATG,2021-07-28,31.04,
Antigua and Barbuda,ATG,2021-07-29,31.1,
Antigua and Barbuda,ATG,2021-08-02,31.33,
Antigua and Barbuda,ATG,2021-08-04,31.46,
Antigua and Barbuda,ATG,2021-08-07,31.7,
Antigua and Barbuda,ATG,2021-08-10,31.82,
Antigua and Barbuda,ATG,2021-08-14,32.44,
Antigua and Barbuda,ATG,2021-08-16,32.66,
Antigua and Barbuda,ATG,2021-08-19,32.79,
Antigua and Barbuda,ATG,2021-08-22,33.24,
Antigua and Barbuda,ATG,2021-08-24,33.52,
Antigua and Barbuda,ATG,2021-08-28,33.82,
Antigua and Barbuda,ATG,2021-08-30,34.28,
Antigua and Barbuda,ATG,2021-08-31,34.45,
Antigua and Barbuda,ATG,2021-09-07,35.51,
Antigua and Barbuda,ATG,2021-09-10,36.17,
Antigua and Barbuda,ATG,2021-09-13,36.44,
Antigua and Barbuda,ATG,2021-09-17,37.29,
Antigua and Barbuda,ATG,2021-09-24,41.2,
Antigua and Barbuda,ATG,2021-09-28,42.71,
Antigua and Barbuda,ATG,2021-10-02,43.54,
Antigua and Barbuda,ATG,2021-10-04,44.21,
Antigua and Barbuda,ATG,2021-10-06,44.44,
Antigua and Barbuda,ATG,2021-10-09,44.98,
Argentina,ARG,2021-01-20,0.01,
Argentina,ARG,2021-01-21,0.04,
Argentina,ARG,2021-01-22,0.06,
Argentina,ARG,2021-01-23,0.06,
Argentina,ARG,2021-01-24,0.07,
Argentina,ARG,2021-01-25,0.07,
Argentina,ARG,2021-01-26,0.09,
Argentina,ARG,2021-01-27,0.1,
Argentina,ARG,2021-01-28,0.11,
Argentina,ARG,2021-01-29,0.14,
Argentina,ARG,2021-01-30,0.19,
Argentina,ARG,2021-02-01,0.21,
Argentina,ARG,2021-02-03,0.25,
Argentina,ARG,2021-02-04,0.32,
Argentina,ARG,2021-02-06,0.36,
Argentina,ARG,2021-02-07,0.4,
Argentina,ARG,2021-02-08,0.41,
Argentina,ARG,2021-02-09,0.42,
Argentina,ARG,2021-02-10,0.43,
Argentina,ARG,2021-02-11,0.46,
Argentina,ARG,2021-02-12,0.49,
Argentina,ARG,2021-02-13,0.51,
Argentina,ARG,2021-02-14,0.52,
Argentina,ARG,2021-02-15,0.52,
Argentina,ARG,2021-02-16,0.52,
Argentina,ARG,2021-02-17,0.52,
Argentina,ARG,2021-02-18,0.53,
Argentina,ARG,2021-02-19,0.56,
Argentina,ARG,2021-02-20,0.57,
Argentina,ARG,2021-02-21,0.58,
Argentina,ARG,2021-02-22,0.58,
Argentina,ARG,2021-02-23,0.58,
Argentina,ARG,2021-02-24,0.59,
Argentina,ARG,2021-02-25,0.59,
Argentina,ARG,2021-02-26,0.62,
Argentina,ARG,2021-02-27,0.64,
Argentina,ARG,2021-02-28,0.64,
Argentina,ARG,2021-03-01,0.64,
Argentina,ARG,2021-03-02,0.66,
Argentina,ARG,2021-03-03,0.67,
Argentina,ARG,2021-03-04,0.68,
Argentina,ARG,2021-03-05,0.72,
Argentina,ARG,2021-03-07,0.75,
Argentina,ARG,2021-03-08,0.75,
Argentina,ARG,2021-03-09,0.76,
Argentina,ARG,2021-03-10,0.77,
Argentina,ARG,2021-03-11,0.78,
Argentina,ARG,2021-03-12,0.83,
Argentina,ARG,2021-03-13,0.92,
Argentina,ARG,2021-03-14,0.98,
Argentina,ARG,2021-03-15,0.99,
Argentina,ARG,2021-03-16,1.05,
Argentina,ARG,2021-03-17,1.09,
Argentina,ARG,2021-03-18,1.13,
Argentina,ARG,2021-03-19,1.22,
Argentina,ARG,2021-03-20,1.3,
Argentina,ARG,2021-03-21,1.33,
Argentina,ARG,2021-03-22,1.33,
Argentina,ARG,2021-03-23,1.36,
Argentina,ARG,2021-03-24,1.39,
Argentina,ARG,2021-03-25,1.39,
Argentina,ARG,2021-03-26,1.43,
Argentina,ARG,2021-03-27,1.45,
Argentina,ARG,2021-03-28,1.46,
Argentina,ARG,2021-03-29,1.46,
Argentina,ARG,2021-03-30,1.47,
Argentina,ARG,2021-03-31,1.49,
Argentina,ARG,2021-04-01,1.49,
Argentina,ARG,2021-04-02,1.5,
Argentina,ARG,2021-04-03,1.5,
Argentina,ARG,2021-04-04,1.5,
Argentina,ARG,2021-04-05,1.5,
Argentina,ARG,2021-04-06,1.52,
Argentina,ARG,2021-04-07,1.54,
Argentina,ARG,2021-04-08,1.55,
Argentina,ARG,2021-04-09,1.56,
Argentina,ARG,2021-04-10,1.58,
Argentina,ARG,2021-04-11,1.59,
Argentina,ARG,2021-04-12,1.6,
Argentina,ARG,2021-04-13,1.61,
Argentina,ARG,2021-04-14,1.66,
Argentina,ARG,2021-04-15,1.69,
Argentina,ARG,2021-04-16,1.73,
Argentina,ARG,2021-04-17,1.74,
Argentina,ARG,2021-04-18,1.75,
Argentina,ARG,2021-04-19,1.75,
Argentina,ARG,2021-04-20,1.78,
Argentina,ARG,2021-04-21,1.82,
Argentina,ARG,2021-04-22,1.85,
Argentina,ARG,2021-04-23,1.87,
Argentina,ARG,2021-04-24,1.9,
Argentina,ARG,2021-04-25,1.91,
Argentina,ARG,2021-04-26,1.91,
Argentina,ARG,2021-04-27,1.93,
Argentina,ARG,2021-04-28,1.94,
Argentina,ARG,2021-04-29,1.99,
Argentina,ARG,2021-04-30,2.06,
Argentina,ARG,2021-05-01,2.12,
Argentina,ARG,2021-05-02,2.13,
Argentina,ARG,2021-05-03,2.17,
Argentina,ARG,2021-05-04,2.3,
Argentina,ARG,2021-05-05,2.48,
Argentina,ARG,2021-05-06,2.61,
Argentina,ARG,2021-05-07,2.77,
Argentina,ARG,2021-05-08,2.94,
Argentina,ARG,2021-05-09,3.06,
Argentina,ARG,2021-05-10,3.08,
Argentina,ARG,2021-05-11,3.17,
Argentina,ARG,2021-05-12,3.33,
Argentina,ARG,2021-05-13,3.57,
Argentina,ARG,2021-05-14,3.84,
Argentina,ARG,2021-05-15,4.1,
Argentina,ARG,2021-05-16,4.18,
Argentina,ARG,2021-05-17,4.28,
Argentina,ARG,2021-05-18,4.5,
Argentina,ARG,2021-05-19,4.61,
Argentina,ARG,2021-05-20,4.72,
Argentina,ARG,2021-05-21,4.88,
Argentina,ARG,2021-05-22,5.09,
Argentina,ARG,2021-05-23,5.19,
Argentina,ARG,2021-05-24,5.29,
Argentina,ARG,2021-05-25,5.34,
Argentina,ARG,2021-05-26,5.38,
Argentina,ARG,2021-05-27,5.52,
Argentina,ARG,2021-05-28,5.68,
Argentina,ARG,2021-05-29,5.92,
Argentina,ARG,2021-05-30,6.05,
Argentina,ARG,2021-05-31,6.1,
Argentina,ARG,2021-06-01,6.21,
Argentina,ARG,2021-06-02,6.31,
Argentina,ARG,2021-06-03,6.4,
Argentina,ARG,2021-06-04,6.48,
Argentina,ARG,2021-06-05,6.57,
Argentina,ARG,2021-06-06,6.62,
Argentina,ARG,2021-06-07,6.68,
Argentina,ARG,2021-06-08,6.77,
Argentina,ARG,2021-06-09,6.85,
Argentina,ARG,2021-06-10,6.91,
Argentina,ARG,2021-06-11,6.96,
Argentina,ARG,2021-06-12,7.07,
Argentina,ARG,2021-06-13,7.23,
Argentina,ARG,2021-06-14,7.32,
Argentina,ARG,2021-06-15,7.5,
Argentina,ARG,2021-06-16,7.65,
Argentina,ARG,2021-06-17,7.81,
Argentina,ARG,2021-06-18,7.95,
Argentina,ARG,2021-06-19,8.04,
Argentina,ARG,2021-06-20,8.09,
Argentina,ARG,2021-06-21,8.1,
Argentina,ARG,2021-06-22,8.16,
Argentina,ARG,2021-06-23,8.24,
Argentina,ARG,2021-06-24,8.32,
Argentina,ARG,2021-06-25,8.4,
Argentina,ARG,2021-06-26,8.51,
Argentina,ARG,2021-06-27,8.59,
Argentina,ARG,2021-06-28,8.68,
Argentina,ARG,2021-06-29,8.76,
Argentina,ARG,2021-06-30,8.86,
Argentina,ARG,2021-07-01,8.96,
Argentina,ARG,2021-07-02,9.22,
Argentina,ARG,2021-07-03,9.43,
Argentina,ARG,2021-07-04,9.61,
Argentina,ARG,2021-07-05,9.72,
Argentina,ARG,2021-07-06,10.01,
Argentina,ARG,2021-07-07,10.39,
Argentina,ARG,2021-07-08,10.64,
Argentina,ARG,2021-07-09,10.71,
Argentina,ARG,2021-07-10,10.99,
Argentina,ARG,2021-07-11,11.01,
Argentina,ARG,2021-07-12,11.05,
Argentina,ARG,2021-07-13,11.13,
Argentina,ARG,2021-07-14,11.21,
Argentina,ARG,2021-07-15,11.29,
Argentina,ARG,2021-07-16,11.39,
Argentina,ARG,2021-07-17,11.6,
Argentina,ARG,2021-07-18,11.75,
Argentina,ARG,2021-07-19,11.84,
Argentina,ARG,2021-07-20,12.02,
Argentina,ARG,2021-07-21,12.48,
Argentina,ARG,2021-07-22,12.71,
Argentina,ARG,2021-07-23,12.86,
Argentina,ARG,2021-07-24,13.04,
Argentina,ARG,2021-07-25,13.17,
Argentina,ARG,2021-07-26,13.21,
Argentina,ARG,2021-07-27,13.45,
Argentina,ARG,2021-07-28,13.93,
Argentina,ARG,2021-07-29,14.32,
Argentina,ARG,2021-07-30,14.73,
Argentina,ARG,2021-07-31,15.16,
Argentina,ARG,2021-08-01,15.47,
Argentina,ARG,2021-08-02,15.69,
Argentina,ARG,2021-08-03,16.13,
Argentina,ARG,2021-08-04,16.86,
Argentina,ARG,2021-08-05,17.39,
Argentina,ARG,2021-08-06,17.94,
Argentina,ARG,2021-08-07,18.42,
Argentina,ARG,2021-08-08,18.74,
Argentina,ARG,2021-08-09,19.13,
Argentina,ARG,2021-08-10,19.63,
Argentina,ARG,2021-08-12,20.5,
Argentina,ARG,2021-08-13,20.95,
