Entity,Code,Day,Weekly new hospital admissions
Ireland,IRL,2021-02-07,366.025
Ireland,IRL,2021-02-14,287.449
Ireland,IRL,2021-02-21,227.771
Ireland,IRL,2021-02-28,168.093
Ireland,IRL,2021-03-07,182.018
Ireland,IRL,2021-03-14,163.12
Ireland,IRL,2021-03-21,132.286
Ireland,IRL,2021-03-28,112.394
Ireland,IRL,2021-04-04,84.544
Ireland,IRL,2021-04-11,85.538
Ireland,IRL,2021-04-18,84.544
Ireland,IRL,2021-04-25,84.544
Ireland,IRL,2021-05-02,60.673
Ireland,IRL,2021-05-09,26.855
Israel,ISR,2020-03-08,22
Israel,ISR,2020-03-15,187
Israel,ISR,2020-03-22,271
Israel,ISR,2020-03-29,532
Israel,ISR,2020-04-05,762
Israel,ISR,2020-04-12,472
Israel,ISR,2020-04-19,410
Israel,ISR,2020-04-26,210
Israel,ISR,2020-05-03,138
Israel,ISR,2020-05-10,92
Israel,ISR,2020-05-17,50
Israel,ISR,2020-05-24,30
Israel,ISR,2020-05-31,38
Israel,ISR,2020-06-07,73
Israel,ISR,2020-06-14,102
Israel,ISR,2020-06-21,203
Israel,ISR,2020-06-28,223
Israel,ISR,2020-07-05,443
Israel,ISR,2020-07-12,698
Israel,ISR,2020-07-19,868
Israel,ISR,2020-07-26,855
Israel,ISR,2020-08-02,843
Israel,ISR,2020-08-09,837
Israel,ISR,2020-08-16,834
Israel,ISR,2020-08-23,834
Israel,ISR,2020-08-30,922
Israel,ISR,2020-09-06,979
Israel,ISR,2020-09-13,1199
Israel,ISR,2020-09-20,1418
Israel,ISR,2020-09-27,1705
Israel,ISR,2020-10-04,1668
Israel,ISR,2020-10-11,1420
Israel,ISR,2020-10-18,931
Israel,ISR,2020-10-25,657
Israel,ISR,2020-11-01,439
Israel,ISR,2020-11-08,388
Israel,ISR,2020-11-15,383
Israel,ISR,2020-11-22,413
Israel,ISR,2020-11-29,425
Israel,ISR,2020-12-06,624
Israel,ISR,2020-12-13,720
Israel,ISR,2020-12-20,951
Israel,ISR,2020-12-27,1176
Israel,ISR,2021-01-03,1455
Israel,ISR,2021-01-10,1899
Israel,ISR,2021-01-17,1983
Israel,ISR,2021-01-24,1847
Israel,ISR,2021-01-31,1611
Israel,ISR,2021-02-07,1645
Israel,ISR,2021-02-14,1392
Israel,ISR,2021-02-21,1159
Israel,ISR,2021-02-28,1162
Israel,ISR,2021-03-07,1057
Israel,ISR,2021-03-14,853
Israel,ISR,2021-03-21,605
Israel,ISR,2021-03-28,367
Israel,ISR,2021-04-04,246
Israel,ISR,2021-04-11,196
Israel,ISR,2021-04-18,137
Israel,ISR,2021-04-25,77
Israel,ISR,2021-05-02,58
Israel,ISR,2021-05-09,53
Israel,ISR,2021-05-16,36
Israel,ISR,2021-05-23,36
Israel,ISR,2021-05-30,32
Israel,ISR,2021-06-06,25
Israel,ISR,2021-06-13,21
Israel,ISR,2021-06-20,17
Israel,ISR,2021-06-27,35
Israel,ISR,2021-07-04,63
Israel,ISR,2021-07-11,87
Israel,ISR,2021-07-18,148
Italy,ITA,2020-02-23,477.478
Italy,ITA,2020-03-01,2275.879
Italy,ITA,2020-03-08,7181.437
Italy,ITA,2020-03-15,13103.791
Italy,ITA,2020-03-22,18472.635
Italy,ITA,2020-03-29,15316.817
Italy,ITA,2020-04-05,9420.821
Italy,ITA,2020-04-12,6494.111
Italy,ITA,2020-04-19,4636.913
Italy,ITA,2020-04-26,3751.905
Italy,ITA,2020-05-03,2302.237
Italy,ITA,2020-05-10,1713.245
Italy,ITA,2020-05-17,1221.574
Italy,ITA,2020-05-24,824.182
Italy,ITA,2020-05-31,641.707
Italy,ITA,2020-06-07,479.506
Italy,ITA,2020-06-14,452.135
Italy,ITA,2020-06-21,380.158
Italy,ITA,2020-06-28,387.254
Italy,ITA,2020-07-05,396.378
Italy,ITA,2020-07-12,345.69
Italy,ITA,2020-07-19,366.979
Italy,ITA,2020-07-26,399.419
Italy,ITA,2020-08-02,398.406
Italy,ITA,2020-08-09,448.079
Italy,ITA,2020-08-16,508.905
Italy,ITA,2020-08-23,685.298
Italy,ITA,2020-08-30,899.2
Italy,ITA,2020-09-06,1059.373
Italy,ITA,2020-09-13,1307.743
Italy,ITA,2020-09-20,1505.425
Italy,ITA,2020-09-27,1649.379
Italy,ITA,2020-10-04,2132.94
Italy,ITA,2020-10-11,3604.911
Italy,ITA,2020-10-18,6454.575
Italy,ITA,2020-10-25,10604.886
Italy,ITA,2020-11-01,14469.318
Italy,ITA,2020-11-08,17466.99
Italy,ITA,2020-11-15,17238.896
Italy,ITA,2020-11-22,15366.491
Italy,ITA,2020-11-29,12504.662
Italy,ITA,2020-12-06,10746.812
Italy,ITA,2020-12-13,9373.174
Italy,ITA,2020-12-20,8735.523
Italy,ITA,2020-12-27,8436.465
Italy,ITA,2021-01-03,9292.074
Italy,ITA,2021-01-10,9465.426
Italy,ITA,2021-01-17,8640.23
Italy,ITA,2021-01-24,7417.642
Italy,ITA,2021-01-31,6842.843
Italy,ITA,2021-02-07,6760.729
Italy,ITA,2021-02-14,6535.675
Italy,ITA,2021-02-21,7029.374
Italy,ITA,2021-02-28,8879.476
Italy,ITA,2021-03-07,11029.649
Italy,ITA,2021-03-14,12651.656
Italy,ITA,2021-03-21,13194.015
Italy,ITA,2021-03-28,12506.69
Italy,ITA,2021-04-04,11895.396
Italy,ITA,2021-04-11,9639.792
Italy,ITA,2021-04-18,7905.258
Italy,ITA,2021-04-25,7130.749
Italy,ITA,2021-05-02,6074.417
Italy,ITA,2021-05-09,4874.132
Italy,ITA,2021-05-16,3585.65
Italy,ITA,2021-05-23,2459.368
Italy,ITA,2021-05-30,1737.575
Italy,ITA,2021-06-06,1277.331
Italy,ITA,2021-06-13,973.204
Italy,ITA,2021-06-20,627.514
Italy,ITA,2021-06-27,504.85
Italy,ITA,2021-07-04,415.639
Latvia,LVA,2020-01-06,0
Latvia,LVA,2020-01-18,0
Latvia,LVA,2020-01-24,0
Latvia,LVA,2020-02-02,0
Latvia,LVA,2020-02-09,0
Latvia,LVA,2020-02-15,0
Latvia,LVA,2020-02-23,0
Latvia,LVA,2020-03-01,0
Latvia,LVA,2020-03-08,2.966
Latvia,LVA,2020-03-15,5.932
Latvia,LVA,2020-03-22,15.82
Latvia,LVA,2020-03-29,28.674
Latvia,LVA,2020-04-05,27.685
Latvia,LVA,2020-04-12,24.719
Latvia,LVA,2020-04-19,17.797
Latvia,LVA,2020-04-26,13.842
Latvia,LVA,2020-05-03,8.899
Latvia,LVA,2020-05-10,9.887
Latvia,LVA,2020-05-17,9.887
Latvia,LVA,2020-05-24,7.91
Latvia,LVA,2020-05-31,3.955
Latvia,LVA,2020-06-07,2.966
Latvia,LVA,2020-06-14,2.966
Latvia,LVA,2020-06-21,3.955
Latvia,LVA,2020-06-28,1.977
Latvia,LVA,2020-07-05,0.989
Latvia,LVA,2020-07-12,0.989
Latvia,LVA,2020-07-19,0.989
Latvia,LVA,2020-07-26,0.989
Latvia,LVA,2020-08-02,1.977
Latvia,LVA,2020-08-09,4.944
Latvia,LVA,2020-08-16,1.977
Latvia,LVA,2020-08-23,4.944
Latvia,LVA,2020-08-30,3.955
Latvia,LVA,2020-09-06,4.944
Latvia,LVA,2020-09-13,5.932
Latvia,LVA,2020-09-20,6.921
Latvia,LVA,2020-09-27,5.932
Latvia,LVA,2020-10-04,25.707
Latvia,LVA,2020-10-11,48.448
Latvia,LVA,2020-10-18,51.415
Latvia,LVA,2020-10-25,122.604
Latvia,LVA,2020-11-01,193.794
Latvia,LVA,2020-11-08,214.557
Latvia,LVA,2020-11-15,277.837
Latvia,LVA,2020-11-22,324.308
Latvia,LVA,2020-11-29,477.563
Latvia,LVA,2020-12-06,504.259
Latvia,LVA,2020-12-13,642.684
Latvia,LVA,2020-12-20,744.524
Latvia,LVA,2020-12-27,791.984
Latvia,LVA,2021-01-03,832.522
Latvia,LVA,2021-01-10,927.442
Latvia,LVA,2021-01-17,799.894
Latvia,LVA,2021-01-24,739.58
Latvia,LVA,2021-01-31,700.031
Latvia,LVA,2021-02-07,636.751
Latvia,LVA,2021-02-14,564.573
Latvia,LVA,2021-02-21,491.406
Latvia,LVA,2021-02-28,483.496
Latvia,LVA,2021-03-07,513.158
Latvia,LVA,2021-03-14,370.779
Latvia,LVA,2021-03-21,414.284
Latvia,LVA,2021-03-28,515.136
Latvia,LVA,2021-04-04,426.149
Latvia,LVA,2021-04-11,425.16
Latvia,LVA,2021-04-18,431.092
Latvia,LVA,2021-04-25,478.552
Latvia,LVA,2021-05-02,455.811
Latvia,LVA,2021-05-09,453.833
Latvia,LVA,2021-05-16,454.822
Latvia,LVA,2021-05-23,356.937
Latvia,LVA,2021-05-30,265.972
Latvia,LVA,2021-06-06,205.659
Latvia,LVA,2021-06-13,181.929
Latvia,LVA,2021-06-20,131.503
Latvia,LVA,2021-06-27,87.998
Latvia,LVA,2021-07-04,48.448
Latvia,LVA,2021-07-11,47.46
Lithuania,LTU,2020-03-01,2.923
Lithuania,LTU,2020-03-15,21.435
Lithuania,LTU,2020-03-22,87.687
Lithuania,LTU,2020-03-29,82.816
Lithuania,LTU,2020-04-05,63.33
Lithuania,LTU,2020-04-12,32.152
Lithuania,LTU,2020-04-19,38.972
Lithuania,LTU,2020-04-26,27.28
Lithuania,LTU,2020-05-03,14.615
Lithuania,LTU,2020-05-10,29.229
Lithuania,LTU,2020-05-17,14.615
Lithuania,LTU,2020-05-24,6.82
Lithuania,LTU,2020-05-31,6.82
Lithuania,LTU,2020-06-07,3.897
Lithuania,LTU,2020-06-14,4.872
Lithuania,LTU,2020-06-21,4.872
Lithuania,LTU,2020-06-28,0.974
Lithuania,LTU,2020-07-05,1.949
Lithuania,LTU,2020-07-12,8.769
Lithuania,LTU,2020-07-19,23.383
Lithuania,LTU,2020-07-26,8.769
Lithuania,LTU,2020-08-02,6.82
Lithuania,LTU,2020-08-09,0.974
Lithuania,LTU,2020-10-18,113.993
Lithuania,LTU,2020-10-25,182.195
Lithuania,LTU,2020-11-01,98.405
Lithuania,LTU,2020-11-08,373.158
Lithuania,LTU,2020-11-15,444.282
Lithuania,LTU,2020-11-22,636.22
Lithuania,LTU,2020-11-29,610.888
Lithuania,LTU,2020-12-06,692.73
Lithuania,LTU,2020-12-13,779.443
Lithuania,LTU,2020-12-20,699.55
Lithuania,LTU,2020-12-27,597.248
Lithuania,LTU,2021-01-03,709.293
Lithuania,LTU,2021-01-10,649.86
Lithuania,LTU,2021-01-17,514.432
Lithuania,LTU,2021-01-24,510.535
Lithuania,LTU,2021-01-31,445.257
Lithuania,LTU,2021-02-07,338.083
Lithuania,LTU,2021-02-14,361.467
Lithuania,LTU,2021-02-21,340.032
Lithuania,LTU,2021-02-28,321.52
Lithuania,LTU,2021-03-07,280.599
Lithuania,LTU,2021-03-14,275.728
Lithuania,LTU,2021-03-21,279.625
Lithuania,LTU,2021-03-28,259.165
Lithuania,LTU,2021-04-04,232.858
Lithuania,LTU,2021-04-11,274.754
Lithuania,LTU,2021-04-18,325.417
Lithuania,LTU,2021-04-25,298.137
Lithuania,LTU,2021-05-02,236.756
Lithuania,LTU,2021-05-09,330.289
Lithuania,LTU,2021-05-16,315.674
Lithuania,LTU,2021-05-23,256.242
Lithuania,LTU,2021-05-30,173.426
Lithuania,LTU,2021-06-06,149.068
Lithuania,LTU,2021-06-13,90.61
Lithuania,LTU,2021-06-20,47.741
Lithuania,LTU,2021-06-27,38.972
Lithuania,LTU,2021-07-04,30.203
Lithuania,LTU,2021-07-11,22.409
Malta,MLT,2020-03-08,0
Malta,MLT,2020-03-15,6.007
Malta,MLT,2020-03-22,3.432
Malta,MLT,2020-03-29,3.432
Malta,MLT,2020-04-05,6.007
Malta,MLT,2020-04-12,12.013
Malta,MLT,2020-04-19,1.716
Malta,MLT,2020-04-26,0
Malta,MLT,2020-05-03,0.858
Malta,MLT,2020-05-10,0.858
Malta,MLT,2020-05-17,0.858
Malta,MLT,2020-05-24,3.432
Malta,MLT,2020-05-31,2.574
Malta,MLT,2020-06-07,0
Malta,MLT,2020-06-14,0.858
Malta,MLT,2020-06-21,0.858
Malta,MLT,2020-06-28,0.858
Malta,MLT,2020-07-05,0
Malta,MLT,2020-07-12,0
Malta,MLT,2020-07-19,0
Malta,MLT,2020-07-26,0
Malta,MLT,2020-08-02,4.29
Malta,MLT,2020-08-09,6.865
Malta,MLT,2020-08-16,10.297
Malta,MLT,2020-08-23,12.013
Malta,MLT,2020-08-30,3.432
Malta,MLT,2020-09-06,15.446
Malta,MLT,2020-09-13,17.162
Malta,MLT,2020-09-20,20.594
Malta,MLT,2020-09-27,13.729
Malta,MLT,2020-10-04,18.02
Malta,MLT,2020-10-11,26.601
Malta,MLT,2020-10-18,39.472
Malta,MLT,2020-10-25,34.323
Malta,MLT,2020-11-01,63.498
Malta,MLT,2020-11-08,64.356
Malta,MLT,2020-11-15,88.383
Malta,MLT,2020-11-22,89.241
Malta,MLT,2020-11-29,74.653
Malta,MLT,2020-12-06,76.369
Malta,MLT,2020-12-13,36.04
Malta,MLT,2020-12-20,29.175
Malta,MLT,2020-12-27,22.31
Malta,MLT,2021-01-03,24.884
Malta,MLT,2021-01-10,33.465
Malta,MLT,2021-01-17,41.188
Malta,MLT,2021-01-24,18.02
Malta,MLT,2021-01-31,22.31
Malta,MLT,2021-02-07,24.026
Malta,MLT,2021-02-14,36.04
Malta,MLT,2021-02-21,34.323
Malta,MLT,2021-02-28,18.878
Malta,MLT,2021-03-07,58.35
Malta,MLT,2021-03-14,57.492
Malta,MLT,2021-03-21,35.181
Malta,MLT,2021-03-28,17.162
Malta,MLT,2021-04-04,27.459
Malta,MLT,2021-04-11,25.743
Malta,MLT,2021-04-18,25.743
Malta,MLT,2021-04-25,11.155
Malta,MLT,2021-05-02,18.878
Malta,MLT,2021-05-09,6.007
Malta,MLT,2021-05-16,3.432
Malta,MLT,2021-05-23,1.716
Malta,MLT,2021-05-30,1.716
Malta,MLT,2021-06-06,0.858
Malta,MLT,2021-06-13,0
Malta,MLT,2021-06-20,0
Malta,MLT,2021-06-27,0
Malta,MLT,2021-07-04,4.29
Malta,MLT,2021-07-11,8.581
Netherlands,NLD,2020-03-01,30.514
Netherlands,NLD,2020-03-08,106.308
Netherlands,NLD,2020-03-15,492.167
Netherlands,NLD,2020-03-22,1841.688
Netherlands,NLD,2020-03-29,3233.536
Netherlands,NLD,2020-04-05,2269.874
Netherlands,NLD,2020-04-12,1290.462
Netherlands,NLD,2020-04-19,742.188
Netherlands,NLD,2020-04-26,418.342
Netherlands,NLD,2020-05-03,249.036
Netherlands,NLD,2020-05-10,166.352
Netherlands,NLD,2020-05-17,89.574
Netherlands,NLD,2020-05-24,58.076
Netherlands,NLD,2020-05-31,55.123
Netherlands,NLD,2020-06-07,32.483
Netherlands,NLD,2020-06-14,23.624
Netherlands,NLD,2020-06-21,14.765
Netherlands,NLD,2020-06-28,13.781
Netherlands,NLD,2020-07-05,4.922
Netherlands,NLD,2020-07-12,8.859
Netherlands,NLD,2020-07-19,14.765
Netherlands,NLD,2020-07-26,25.593
Netherlands,NLD,2020-08-02,43.311
Netherlands,NLD,2020-08-09,58.076
Netherlands,NLD,2020-08-16,73.825
Netherlands,NLD,2020-08-23,45.279
Netherlands,NLD,2020-08-30,41.342
Netherlands,NLD,2020-09-06,117.136
Netherlands,NLD,2020-09-13,198.835
Netherlands,NLD,2020-09-20,393.733
Netherlands,NLD,2020-09-27,632.927
Netherlands,NLD,2020-10-04,830.778
Netherlands,NLD,2020-10-11,1201.871
Netherlands,NLD,2020-10-18,1589.699
Netherlands,NLD,2020-10-25,1924.372
Netherlands,NLD,2020-11-01,1950.949
Netherlands,NLD,2020-11-08,1671.399
Netherlands,NLD,2020-11-15,1472.563
Netherlands,NLD,2020-11-22,1290.462
Netherlands,NLD,2020-11-29,1109.344
Netherlands,NLD,2020-12-06,1155.608
Netherlands,NLD,2020-12-13,1378.067
Netherlands,NLD,2020-12-20,1707.819
Netherlands,NLD,2020-12-27,1949.965
Netherlands,NLD,2021-01-03,1952.918
Netherlands,NLD,2021-01-10,1678.289
Netherlands,NLD,2021-01-17,1472.563
Netherlands,NLD,2021-01-24,1406.613
Netherlands,NLD,2021-01-31,1297.352
Netherlands,NLD,2021-02-07,1186.122
Netherlands,NLD,2021-02-14,1200.887
Netherlands,NLD,2021-02-21,1203.84
Netherlands,NLD,2021-02-28,1195.965
Netherlands,NLD,2021-03-07,1214.668
Netherlands,NLD,2021-03-14,1327.866
Netherlands,NLD,2021-03-21,1501.109
Netherlands,NLD,2021-03-28,1622.182
Netherlands,NLD,2021-04-04,1721.6
Netherlands,NLD,2021-04-11,1765.895
Netherlands,NLD,2021-04-18,1657.618
Netherlands,NLD,2021-04-25,1823.97
Netherlands,NLD,2021-05-02,1775.738
Netherlands,NLD,2021-05-09,1480.438
Netherlands,NLD,2021-05-16,1240.26
Netherlands,NLD,2021-05-23,931.18
Netherlands,NLD,2021-05-30,560.086
Netherlands,NLD,2021-06-06,408.498
Netherlands,NLD,2021-06-13,244.115
Netherlands,NLD,2021-06-20,168.321
Netherlands,NLD,2021-06-27,94.496
Netherlands,NLD,2021-07-04,53.154
Netherlands,NLD,2021-07-11,59.06
Norway,NOR,2020-02-23,0
Norway,NOR,2020-03-01,0
Norway,NOR,2020-03-08,2.02
Norway,NOR,2020-03-15,50.5
Norway,NOR,2020-03-22,189.88
Norway,NOR,2020-03-29,290.879
Norway,NOR,2020-04-05,198.969
Norway,NOR,2020-04-12,91.91
Norway,NOR,2020-04-19,66.66
Norway,NOR,2020-04-26,40.4
Norway,NOR,2020-05-03,16.16
Norway,NOR,2020-05-10,17.17
Norway,NOR,2020-05-17,11.11
Norway,NOR,2020-05-24,10.1
Norway,NOR,2020-05-31,10.1
Norway,NOR,2020-06-07,2.02
Norway,NOR,2020-06-14,8.08
Norway,NOR,2020-06-21,7.07
Norway,NOR,2020-06-28,13.13
Norway,NOR,2020-07-05,6.06
Norway,NOR,2020-07-12,2.02
Norway,NOR,2020-07-19,8.08
Norway,NOR,2020-07-26,3.03
Norway,NOR,2020-08-02,11.11
Norway,NOR,2020-08-09,16.16
Norway,NOR,2020-08-16,10.1
Norway,NOR,2020-08-23,12.12
Norway,NOR,2020-08-30,12.12
Norway,NOR,2020-09-06,12.12
Norway,NOR,2020-09-13,20.2
Norway,NOR,2020-09-20,23.23
Norway,NOR,2020-09-27,15.15
Norway,NOR,2020-10-04,23.23
Norway,NOR,2020-10-11,32.32
Norway,NOR,2020-10-18,22.22
Norway,NOR,2020-10-25,43.43
Norway,NOR,2020-11-01,54.54
Norway,NOR,2020-11-08,98.98
Norway,NOR,2020-11-15,111.1
Norway,NOR,2020-11-22,110.09
Norway,NOR,2020-11-29,95.95
Norway,NOR,2020-12-06,112.11
Norway,NOR,2020-12-13,81.81
Norway,NOR,2020-12-20,99.99
Norway,NOR,2020-12-27,78.78
Norway,NOR,2021-01-03,97.97
Norway,NOR,2021-01-10,91.91
Norway,NOR,2021-01-17,90.9
Norway,NOR,2021-01-24,91.91
Norway,NOR,2021-01-31,47.47
Norway,NOR,2021-02-07,34.34
Norway,NOR,2021-02-14,46.46
Norway,NOR,2021-02-21,61.61
Norway,NOR,2021-02-28,74.74
Norway,NOR,2021-03-07,106.05
Norway,NOR,2021-03-14,174.73
Norway,NOR,2021-03-21,230.279
Norway,NOR,2021-03-28,210.079
Norway,NOR,2021-04-04,211.089
Norway,NOR,2021-04-11,201.999
Norway,NOR,2021-04-18,172.71
Norway,NOR,2021-04-25,134.33
Norway,NOR,2021-05-02,69.69
Norway,NOR,2021-05-09,71.71
Norway,NOR,2021-05-16,66.66
Norway,NOR,2021-05-23,62.62
Norway,NOR,2021-05-30,51.51
Norway,NOR,2021-06-06,50.5
Norway,NOR,2021-06-13,29.29
Norway,NOR,2021-06-20,22.22
Norway,NOR,2021-06-27,20.2
Norway,NOR,2021-07-04,17.17
Norway,NOR,2021-07-11,14.14
Portugal,PRT,2020-01-06,1.981
Portugal,PRT,2020-01-18,8.913
Portugal,PRT,2020-01-24,5.942
Portugal,PRT,2020-02-02,9.904
Portugal,PRT,2020-02-09,9.904
Portugal,PRT,2020-02-15,15.846
Portugal,PRT,2020-02-23,19.807
Portugal,PRT,2020-03-01,28.721
Portugal,PRT,2020-03-08,85.171
Portugal,PRT,2020-03-15,179.256
Portugal,PRT,2020-03-22,438.732
Portugal,PRT,2020-03-29,705.14
Portugal,PRT,2020-04-05,686.323
Portugal,PRT,2020-04-12,467.452
Portugal,PRT,2020-04-19,365.445
Portugal,PRT,2020-04-26,270.37
Portugal,PRT,2020-05-03,190.15
Portugal,PRT,2020-05-10,166.381
Portugal,PRT,2020-05-17,188.169
Portugal,PRT,2020-05-24,170.343
Portugal,PRT,2020-05-31,179.256
Portugal,PRT,2020-06-07,135.68
Portugal,PRT,2020-06-14,130.728
Portugal,PRT,2020-06-21,149.545
Portugal,PRT,2020-06-28,155.487
Portugal,PRT,2020-07-05,123.796
Portugal,PRT,2020-07-12,127.757
Portugal,PRT,2020-07-19,123.796
Portugal,PRT,2020-07-26,93.094
Portugal,PRT,2020-08-02,88.142
Portugal,PRT,2020-08-09,98.046
Portugal,PRT,2020-08-16,76.258
Portugal,PRT,2020-08-23,82.2
Portugal,PRT,2020-08-30,98.046
Portugal,PRT,2020-09-06,136.67
Portugal,PRT,2020-09-13,160.439
Portugal,PRT,2020-09-20,183.218
Portugal,PRT,2020-09-27,170.343
Portugal,PRT,2020-10-04,189.16
Portugal,PRT,2020-10-11,208.967
Portugal,PRT,2020-10-18,314.936
Portugal,PRT,2020-10-25,411.001
Portugal,PRT,2020-11-01,475.375
Portugal,PRT,2020-11-08,503.105
Portugal,PRT,2020-11-15,500.134
Portugal,PRT,2020-11-22,548.662
Portugal,PRT,2020-11-29,486.269
Portugal,PRT,2020-12-06,500.134
Portugal,PRT,2020-12-13,465.472
Portugal,PRT,2020-12-20,414.963
Portugal,PRT,2020-12-27,421.895
Portugal,PRT,2021-01-03,686.323
Portugal,PRT,2021-01-10,803.186
Portugal,PRT,2021-01-17,888.357
Portugal,PRT,2021-01-24,822.993
Portugal,PRT,2021-01-31,779.417
Portugal,PRT,2021-02-07,528.855
Portugal,PRT,2021-02-14,421.895
Portugal,PRT,2021-02-21,269.379
Portugal,PRT,2021-02-28,175.295
Portugal,PRT,2021-03-07,134.69
Portugal,PRT,2021-03-14,102.998
Portugal,PRT,2021-03-21,105.969
Portugal,PRT,2021-03-28,77.248
Portugal,PRT,2021-04-04,58.432
Portugal,PRT,2021-04-11,51.499
Portugal,PRT,2021-04-18,50.509
Portugal,PRT,2021-04-25,47.538
Portugal,PRT,2021-05-02,37.634
Portugal,PRT,2021-05-09,44.566
Portugal,PRT,2021-05-16,44.566
Portugal,PRT,2021-05-23,40.605
Portugal,PRT,2021-05-30,37.634
Portugal,PRT,2021-06-06,38.624
Portugal,PRT,2021-06-13,55.46
Portugal,PRT,2021-06-20,89.133
Portugal,PRT,2021-06-27,94.085
Portugal,PRT,2021-07-04,93.094
Portugal,PRT,2021-07-11,91.114
Romania,ROU,2020-03-01,2.986
Romania,ROU,2020-03-08,11.943
Romania,ROU,2020-03-15,142.326
Romania,ROU,2020-03-22,383.184
Romania,ROU,2020-03-29,1369.511
Romania,ROU,2020-04-05,2123.936
Romania,ROU,2020-04-12,1220.218
Romania,ROU,2020-04-19,1081.874
Romania,ROU,2020-04-26,1260.029
Romania,ROU,2020-05-03,1020.166
Romania,ROU,2020-05-10,638.972
Romania,ROU,2020-05-17,372.236
Romania,ROU,2020-08-30,7609.941
Romania,ROU,2020-09-06,7983.172
Romania,ROU,2020-09-13,7755.252
Romania,ROU,2020-09-20,8694.8
Romania,ROU,2020-09-27,9432.306
Romania,ROU,2020-10-04,10576.882
Romania,ROU,2020-10-11,18232.606
Romania,ROU,2020-10-18,22954.233
Romania,ROU,2020-10-25,26287.439
Romania,ROU,2020-11-01,33462.441
Romania,ROU,2020-11-08,46848.015
Romania,ROU,2020-11-15,51092.901
Romania,ROU,2020-11-22,51112.807
Romania,ROU,2020-11-29,46444.925
Romania,ROU,2020-12-06,36526.921
Romania,ROU,2020-12-13,8426.074
Romania,ROU,2020-12-20,7175.002
Romania,ROU,2020-12-27,6647.501
Romania,ROU,2021-01-03,5333.727
Romania,ROU,2021-01-17,8416.121
Romania,ROU,2021-01-24,4734.566
Romania,ROU,2021-01-31,8487.781
Romania,ROU,2021-02-07,2690.252
Romania,ROU,2021-02-14,9633.353
Romania,ROU,2021-02-21,4623.094
Romania,ROU,2021-02-28,7280.502
Romania,ROU,2021-03-14,8660.961
Romania,ROU,2021-05-02,6375.789
Romania,ROU,2021-05-09,3386.951
Romania,ROU,2021-05-16,2619.587
Romania,ROU,2021-05-23,1740.752
Romania,ROU,2021-05-30,1056.992
Romania,ROU,2021-06-06,856.939
Romania,ROU,2021-06-13,861.916
Romania,ROU,2021-06-20,283.656
Romania,ROU,2021-06-27,291.618
Romania,ROU,2021-07-04,136.354
Slovenia,SVN,2020-03-15,26.782
Slovenia,SVN,2020-03-22,40.669
Slovenia,SVN,2020-03-29,76.378
Slovenia,SVN,2020-04-05,51.58
Slovenia,SVN,2020-04-12,55.548
Slovenia,SVN,2020-04-19,44.637
Slovenia,SVN,2020-04-26,23.806
Slovenia,SVN,2020-05-03,17.855
Slovenia,SVN,2020-05-10,6.943
Slovenia,SVN,2020-05-17,3.968
Slovenia,SVN,2020-05-24,0
Slovenia,SVN,2020-05-31,0.992
Slovenia,SVN,2020-06-07,0.992
Slovenia,SVN,2020-06-14,0.992
Slovenia,SVN,2020-06-21,2.976
Slovenia,SVN,2020-06-28,2.976
Slovenia,SVN,2020-07-05,3.968
Slovenia,SVN,2020-07-12,14.879
Slovenia,SVN,2020-07-19,10.911
Slovenia,SVN,2020-07-26,18.847
Slovenia,SVN,2020-08-02,8.927
Slovenia,SVN,2020-08-09,12.895
Slovenia,SVN,2020-08-16,11.903
Slovenia,SVN,2020-08-23,10.911
Slovenia,SVN,2020-08-30,14.879
Slovenia,SVN,2020-09-06,16.863
Slovenia,SVN,2020-09-13,29.758
Slovenia,SVN,2020-09-20,53.564
Slovenia,SVN,2020-09-27,71.418
Slovenia,SVN,2020-10-04,84.313
Slovenia,SVN,2020-10-11,130.934
Slovenia,SVN,2020-10-18,233.102
Slovenia,SVN,2020-10-25,464.22
Slovenia,SVN,2020-11-01,696.33
Slovenia,SVN,2020-11-08,899.674
Slovenia,SVN,2020-11-15,880.827
Slovenia,SVN,2020-11-22,731.047
Slovenia,SVN,2020-11-29,853.053
Slovenia,SVN,2020-12-06,815.36
Slovenia,SVN,2020-12-13,847.102
Slovenia,SVN,2020-12-20,722.12
Slovenia,SVN,2020-12-27,683.435
Slovenia,SVN,2021-01-03,741.958
Slovenia,SVN,2021-01-10,737.99
Slovenia,SVN,2021-01-17,741.958
Slovenia,SVN,2021-01-24,690.378
Slovenia,SVN,2021-01-31,574.323
Slovenia,SVN,2021-02-07,493.977
Slovenia,SVN,2021-02-14,367.011
Slovenia,SVN,2021-02-21,276.746
Slovenia,SVN,2021-02-28,314.439
Slovenia,SVN,2021-03-07,314.439
Slovenia,SVN,2021-03-14,265.835
Slovenia,SVN,2021-03-21,323.367
Slovenia,SVN,2021-03-28,367.011
Slovenia,SVN,2021-04-04,394.785
Slovenia,SVN,2021-04-11,447.357
Slovenia,SVN,2021-04-18,426.527
Slovenia,SVN,2021-04-25,401.729
Slovenia,SVN,2021-05-02,362.052
Slovenia,SVN,2021-05-09,278.73
Slovenia,SVN,2021-05-16,233.102
Slovenia,SVN,2021-05-23,159.7
Slovenia,SVN,2021-05-30,121.015
Slovenia,SVN,2021-06-06,97.208
